Size	Entropy	Chi^2	Pi Error	Termination	Command
1300	7.82325	348.8/374	0.149218	png	PNG image data, 40 x 40, 8-bit/color RGBA, non-interlaced
1285	7.82249	357.8/374	0.106655	png	PNG image data, 46 x 34, 8-bit/color RGBA, non-interlaced
1285	7.82249	357.8/374	0.106655	png	PNG image data, 46 x 34, 8-bit/color RGBA, non-interlaced
1285	7.82249	357.8/374	0.106655	png	PNG image data, 46 x 34, 8-bit/color RGBA, non-interlaced
1285	7.82249	357.8/374	0.106655	png	PNG image data, 46 x 34, 8-bit/color RGBA, non-interlaced
1311	7.81748	342.6/374	0.108441	png	PNG image data, 29 x 67, 8-bit/color RGBA, non-interlaced
1311	7.81748	342.6/374	0.108441	png	PNG image data, 29 x 67, 8-bit/color RGBA, non-interlaced
1311	7.81748	342.6/374	0.108441	png	PNG image data, 29 x 67, 8-bit/color RGBA, non-interlaced
1311	7.81748	342.6/374	0.108441	png	PNG image data, 29 x 67, 8-bit/color RGBA, non-interlaced
1286	7.80875	357.6/374	0.174917	png	PNG image data, 43 x 43, 8-bit/color RGBA, non-interlaced
1286	7.80875	357.6/374	0.174917	png	PNG image data, 43 x 43, 8-bit/color RGBA, non-interlaced
1286	7.80875	357.6/374	0.174917	png	PNG image data, 43 x 43, 8-bit/color RGBA, non-interlaced
1286	7.80875	357.6/374	0.174917	png	PNG image data, 43 x 43, 8-bit/color RGBA, non-interlaced
1269	7.79613	332/374	0.106023	png	PNG image data, 144 x 144, 8-bit gray+alpha, non-interlaced
1269	7.79613	332/374	0.106023	png	PNG image data, 144 x 144, 8-bit gray+alpha, non-interlaced
1269	7.79613	332/374	0.106023	png	PNG image data, 144 x 144, 8-bit gray+alpha, non-interlaced
1269	7.79613	332/374	0.106023	png	PNG image data, 144 x 144, 8-bit gray+alpha, non-interlaced
1269	7.79613	332/374	0.106023	png	PNG image data, 144 x 144, 8-bit gray+alpha, non-interlaced
1269	7.79613	332/374	0.106023	png	PNG image data, 144 x 144, 8-bit gray+alpha, non-interlaced
1269	7.79613	332/374	0.106023	png	PNG image data, 144 x 144, 8-bit gray+alpha, non-interlaced
1269	7.79613	332/374	0.106023	png	PNG image data, 144 x 144, 8-bit gray+alpha, non-interlaced
1269	7.79613	332/374	0.106023	png	PNG image data, 144 x 144, 8-bit gray+alpha, non-interlaced
1035	7.78037	358.25/374	0.117959	png	PNG image data, 25 x 25, 8-bit/color RGBA, non-interlaced
1083	7.76449	360.75/374	0.153525	png	PNG image data, 23 x 40, 8-bit/color RGBA, non-interlaced
1045	7.74676	372.25/374	0.139013	png	PNG image data, 43 x 43, 8-bit/color RGBA, non-interlaced
1045	7.74676	372.25/374	0.139013	png	PNG image data, 43 x 43, 8-bit/color RGBA, non-interlaced
1045	7.74676	372.25/374	0.139013	png	PNG image data, 43 x 43, 8-bit/color RGBA, non-interlaced
1045	7.74676	372.25/374	0.139013	png	PNG image data, 43 x 43, 8-bit/color RGBA, non-interlaced
785	7.6954	331.001/374	0.120396	png	PNG image data, 64 x 64, 8-bit gray+alpha, non-interlaced
785	7.6954	331.001/374	0.120396	png	PNG image data, 64 x 64, 8-bit gray+alpha, non-interlaced
785	7.6954	331.001/374	0.120396	png	PNG image data, 64 x 64, 8-bit gray+alpha, non-interlaced
785	7.6954	331.001/374	0.120396	png	PNG image data, 64 x 64, 8-bit gray+alpha, non-interlaced
785	7.6954	331.001/374	0.120396	png	PNG image data, 64 x 64, 8-bit gray+alpha, non-interlaced
785	7.6954	331.001/374	0.120396	png	PNG image data, 64 x 64, 8-bit gray+alpha, non-interlaced
785	7.6954	331.001/374	0.120396	png	PNG image data, 64 x 64, 8-bit gray+alpha, non-interlaced
785	7.6954	331.001/374	0.120396	png	PNG image data, 64 x 64, 8-bit gray+alpha, non-interlaced
785	7.6954	331.001/374	0.120396	png	PNG image data, 64 x 64, 8-bit gray+alpha, non-interlaced
785	7.6954	331.001/374	0.120396	png	PNG image data, 64 x 64, 8-bit gray+alpha, non-interlaced
785	7.6954	331.001/374	0.120396	png	PNG image data, 64 x 64, 8-bit gray+alpha, non-interlaced
785	7.6954	331.001/374	0.120396	png	PNG image data, 64 x 64, 8-bit gray+alpha, non-interlaced
785	7.6954	331.001/374	0.120396	png	PNG image data, 64 x 64, 8-bit gray+alpha, non-interlaced
785	7.6954	331.001/374	0.120396	png	PNG image data, 64 x 64, 8-bit gray+alpha, non-interlaced
785	7.6954	331.001/374	0.120396	png	PNG image data, 64 x 64, 8-bit gray+alpha, non-interlaced
785	7.6954	331.001/374	0.120396	png	PNG image data, 64 x 64, 8-bit gray+alpha, non-interlaced
785	7.6954	331.001/374	0.120396	png	PNG image data, 64 x 64, 8-bit gray+alpha, non-interlaced
785	7.6954	331.001/374	0.120396	png	PNG image data, 64 x 64, 8-bit gray+alpha, non-interlaced
785	7.6954	331.001/374	0.120396	png	PNG image data, 64 x 64, 8-bit gray+alpha, non-interlaced
785	7.6954	331.001/374	0.120396	png	PNG image data, 64 x 64, 8-bit gray+alpha, non-interlaced
785	7.6954	331.001/374	0.120396	png	PNG image data, 64 x 64, 8-bit gray+alpha, non-interlaced
785	7.6954	331.001/374	0.120396	png	PNG image data, 64 x 64, 8-bit gray+alpha, non-interlaced
785	7.6954	331.001/374	0.120396	png	PNG image data, 64 x 64, 8-bit gray+alpha, non-interlaced
785	7.6954	331.001/374	0.120396	png	PNG image data, 64 x 64, 8-bit gray+alpha, non-interlaced
785	7.6954	331.001/374	0.120396	png	PNG image data, 64 x 64, 8-bit gray+alpha, non-interlaced
785	7.6954	331.001/374	0.120396	png	PNG image data, 64 x 64, 8-bit gray+alpha, non-interlaced
983	7.68583	361.25/374	0.130471	png	PNG image data, 108 x 108, 8-bit gray+alpha, non-interlaced
983	7.68583	361.25/374	0.130471	png	PNG image data, 108 x 108, 8-bit gray+alpha, non-interlaced
983	7.68583	361.25/374	0.130471	png	PNG image data, 108 x 108, 8-bit gray+alpha, non-interlaced
983	7.68583	361.25/374	0.130471	png	PNG image data, 108 x 108, 8-bit gray+alpha, non-interlaced
983	7.68583	361.25/374	0.130471	png	PNG image data, 108 x 108, 8-bit gray+alpha, non-interlaced
983	7.68583	361.25/374	0.130471	png	PNG image data, 108 x 108, 8-bit gray+alpha, non-interlaced
983	7.68583	361.25/374	0.130471	png	PNG image data, 108 x 108, 8-bit gray+alpha, non-interlaced
983	7.68583	361.25/374	0.130471	png	PNG image data, 108 x 108, 8-bit gray+alpha, non-interlaced
983	7.68583	361.25/374	0.130471	png	PNG image data, 108 x 108, 8-bit gray+alpha, non-interlaced
808	7.67909	359.667/374	0.155889	png	PNG image data, 50 x 50, 8-bit gray+alpha, non-interlaced
808	7.67909	359.667/374	0.155889	png	PNG image data, 50 x 50, 8-bit gray+alpha, non-interlaced
808	7.67909	359.667/374	0.155889	png	PNG image data, 50 x 50, 8-bit gray+alpha, non-interlaced
637	7.67774	318.5/374	0.181062	nc	data
637	7.67774	318.5/374	0.181062	nc	data
732	7.65464	368.334/374	0.154652	png	PNG image data, 15 x 37, 8-bit/color RGBA, non-interlaced
732	7.65464	368.334/374	0.154652	png	PNG image data, 15 x 37, 8-bit/color RGBA, non-interlaced
732	7.65464	368.334/374	0.154652	png	PNG image data, 15 x 37, 8-bit/color RGBA, non-interlaced
732	7.65464	368.334/374	0.154652	png	PNG image data, 15 x 37, 8-bit/color RGBA, non-interlaced
730	7.65375	346.667/374	0.154652	png	PNG image data, 25 x 25, 8-bit/color RGBA, non-interlaced
754	7.65291	359.334/374	0.120858	png	PNG image data, 25 x 25, 8-bit/color RGBA, non-interlaced
752	7.64917	337/374	0.132574	png	PNG image data, 60 x 72, 8-bit/color RGBA, non-interlaced
752	7.64917	337/374	0.132574	png	PNG image data, 60 x 72, 8-bit/color RGBA, non-interlaced
752	7.64917	337/374	0.132574	png	PNG image data, 60 x 72, 8-bit/color RGBA, non-interlaced
752	7.64917	337/374	0.132574	png	PNG image data, 60 x 72, 8-bit/color RGBA, non-interlaced
752	7.64917	337/374	0.132574	png	PNG image data, 60 x 72, 8-bit/color RGBA, non-interlaced
752	7.64917	337/374	0.132574	png	PNG image data, 60 x 72, 8-bit/color RGBA, non-interlaced
752	7.64917	337/374	0.132574	png	PNG image data, 60 x 72, 8-bit/color RGBA, non-interlaced
752	7.64917	337/374	0.132574	png	PNG image data, 60 x 72, 8-bit/color RGBA, non-interlaced
752	7.64917	337/374	0.132574	png	PNG image data, 60 x 72, 8-bit/color RGBA, non-interlaced
724	7.648	334.334/374	0.16345	png	PNG image data, 35 x 54, 8-bit/color RGBA, non-interlaced
724	7.648	334.334/374	0.16345	png	PNG image data, 35 x 54, 8-bit/color RGBA, non-interlaced
724	7.648	334.334/374	0.16345	png	PNG image data, 35 x 54, 8-bit/color RGBA, non-interlaced
724	7.648	334.334/374	0.16345	png	PNG image data, 35 x 54, 8-bit/color RGBA, non-interlaced
762	7.64433	351.334/374	0.16287	png	PNG image data, 29 x 29, 8-bit/color RGBA, non-interlaced
762	7.64433	351.334/374	0.16287	png	PNG image data, 29 x 29, 8-bit/color RGBA, non-interlaced
762	7.64433	351.334/374	0.16287	png	PNG image data, 29 x 29, 8-bit/color RGBA, non-interlaced
762	7.64433	351.334/374	0.16287	png	PNG image data, 29 x 29, 8-bit/color RGBA, non-interlaced
762	7.64433	351.334/374	0.16287	png	PNG image data, 29 x 29, 8-bit/color RGBA, non-interlaced
762	7.64433	351.334/374	0.16287	png	PNG image data, 29 x 29, 8-bit/color RGBA, non-interlaced
734	7.63507	368.334/374	0.126921	png	PNG image data, 64 x 64, 8-bit/color RGBA, non-interlaced
734	7.63507	368.334/374	0.126921	png	PNG image data, 64 x 64, 8-bit/color RGBA, non-interlaced
734	7.63507	368.334/374	0.126921	png	PNG image data, 64 x 64, 8-bit/color RGBA, non-interlaced
734	7.63507	368.334/374	0.126921	png	PNG image data, 64 x 64, 8-bit/color RGBA, non-interlaced
734	7.63507	368.334/374	0.126921	png	PNG image data, 64 x 64, 8-bit/color RGBA, non-interlaced
734	7.63507	368.334/374	0.126921	png	PNG image data, 64 x 64, 8-bit/color RGBA, non-interlaced
734	7.63507	368.334/374	0.126921	png	PNG image data, 64 x 64, 8-bit/color RGBA, non-interlaced
734	7.63507	368.334/374	0.126921	png	PNG image data, 64 x 64, 8-bit/color RGBA, non-interlaced
708	7.62584	354.667/374	0.120601	png	PNG image data, 29 x 29, 8-bit/color RGB, non-interlaced
708	7.62584	354.667/374	0.120601	png	PNG image data, 29 x 29, 8-bit/color RGB, non-interlaced
708	7.62584	354.667/374	0.120601	png	PNG image data, 29 x 29, 8-bit/color RGB, non-interlaced
708	7.62584	354.667/374	0.120601	png	PNG image data, 29 x 29, 8-bit/color RGB, non-interlaced
761	7.62177	351.334/374	0.197959	png	PNG image data, 36 x 63, 8-bit/color RGBA, non-interlaced
761	7.62177	351.334/374	0.197959	png	PNG image data, 36 x 63, 8-bit/color RGBA, non-interlaced
699	7.58135	357.001/374	0.180318	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced
699	7.58135	357.001/374	0.180318	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced
699	7.58135	357.001/374	0.180318	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced
699	7.58135	357.001/374	0.180318	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced
712	7.57996	369.667/374	0.138691	png	PNG image data, 42 x 42, 8-bit colormap, non-interlaced
711	7.57618	343.334/374	0.108195	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
711	7.57618	343.334/374	0.108195	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
711	7.57618	343.334/374	0.108195	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
711	7.57618	343.334/374	0.108195	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
711	7.57618	343.334/374	0.108195	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
711	7.57618	343.334/374	0.108195	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
711	7.57618	343.334/374	0.108195	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
711	7.57618	343.334/374	0.108195	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
711	7.57618	343.334/374	0.108195	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
711	7.57618	343.334/374	0.108195	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
711	7.57618	343.334/374	0.108195	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
711	7.57618	343.334/374	0.108195	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
711	7.57618	343.334/374	0.108195	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
711	7.57618	343.334/374	0.108195	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
711	7.57618	343.334/374	0.108195	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
711	7.57618	343.334/374	0.108195	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
711	7.57618	343.334/374	0.108195	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
562	7.55908	257/374	0.133114	txt	data
545	7.55285	373.5/374	0.125522	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced
545	7.55285	373.5/374	0.125522	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced
545	7.55285	373.5/374	0.125522	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced
545	7.55285	373.5/374	0.125522	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced
463	7.55279	148.5/374	0.170341	gpg	PGP RSA encrypted session key - keyid
463	7.55279	148.5/374	0.170341	gpg	PGP RSA encrypted session key - keyid
532	7.54479	320/374	0.184554	png	PNG image data, 80 x 66, 8-bit gray+alpha, non-interlaced
532	7.54479	320/374	0.184554	png	PNG image data, 80 x 66, 8-bit gray+alpha, non-interlaced
532	7.54479	320/374	0.184554	png	PNG image data, 80 x 66, 8-bit gray+alpha, non-interlaced
532	7.54479	320/374	0.184554	png	PNG image data, 80 x 66, 8-bit gray+alpha, non-interlaced
532	7.54479	320/374	0.184554	png	PNG image data, 80 x 66, 8-bit gray+alpha, non-interlaced
532	7.54479	320/374	0.184554	png	PNG image data, 80 x 66, 8-bit gray+alpha, non-interlaced
532	7.54479	320/374	0.184554	png	PNG image data, 80 x 66, 8-bit gray+alpha, non-interlaced
532	7.54479	320/374	0.184554	png	PNG image data, 80 x 66, 8-bit gray+alpha, non-interlaced
532	7.54479	320/374	0.184554	png	PNG image data, 80 x 66, 8-bit gray+alpha, non-interlaced
532	7.54479	320/374	0.184554	png	PNG image data, 80 x 66, 8-bit gray+alpha, non-interlaced
532	7.54479	320/374	0.184554	png	PNG image data, 80 x 66, 8-bit gray+alpha, non-interlaced
532	7.54479	320/374	0.184554	png	PNG image data, 80 x 66, 8-bit gray+alpha, non-interlaced
532	7.54479	320/374	0.184554	png	PNG image data, 80 x 66, 8-bit gray+alpha, non-interlaced
532	7.54479	320/374	0.184554	png	PNG image data, 80 x 66, 8-bit gray+alpha, non-interlaced
532	7.54479	320/374	0.184554	png	PNG image data, 80 x 66, 8-bit gray+alpha, non-interlaced
517	7.54015	298.5/374	0.168346	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced
517	7.54015	298.5/374	0.168346	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced
517	7.54015	298.5/374	0.168346	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced
533	7.52946	326.5/374	0.105871	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced
533	7.52946	326.5/374	0.105871	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced
533	7.52946	326.5/374	0.105871	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced
738	7.52818	344/374	0.135646	png	PNG image data, 72 x 72, 8-bit/color RGBA, non-interlaced
738	7.52818	344/374	0.135646	png	PNG image data, 72 x 72, 8-bit/color RGBA, non-interlaced
738	7.52818	344/374	0.135646	png	PNG image data, 72 x 72, 8-bit/color RGBA, non-interlaced
738	7.52818	344/374	0.135646	png	PNG image data, 72 x 72, 8-bit/color RGBA, non-interlaced
498	7.49191	315/374	0.102596	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
498	7.49191	315/374	0.102596	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
498	7.49191	315/374	0.102596	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
498	7.49191	315/374	0.102596	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
498	7.49191	315/374	0.102596	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
498	7.49191	315/374	0.102596	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
498	7.49191	315/374	0.102596	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
498	7.49191	315/374	0.102596	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
498	7.49191	315/374	0.102596	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
498	7.49191	315/374	0.102596	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
498	7.49191	315/374	0.102596	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
498	7.49191	315/374	0.102596	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
498	7.49191	315/374	0.102596	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
498	7.49191	315/374	0.102596	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
498	7.49191	315/374	0.102596	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
498	7.49191	315/374	0.102596	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
498	7.49191	315/374	0.102596	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
489	7.46986	342.5/374	0.117325	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced
489	7.46986	342.5/374	0.117325	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced
489	7.46986	342.5/374	0.117325	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced
467	7.41368	311.5/374	0.102203	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
467	7.41368	311.5/374	0.102203	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
467	7.41368	311.5/374	0.102203	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
467	7.41368	311.5/374	0.102203	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
467	7.41368	311.5/374	0.102203	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
467	7.41368	311.5/374	0.102203	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
467	7.41368	311.5/374	0.102203	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
467	7.41368	311.5/374	0.102203	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
467	7.41368	311.5/374	0.102203	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
467	7.41368	311.5/374	0.102203	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
467	7.41368	311.5/374	0.102203	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
467	7.41368	311.5/374	0.102203	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
467	7.41368	311.5/374	0.102203	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
467	7.41368	311.5/374	0.102203	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
467	7.41368	311.5/374	0.102203	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
467	7.41368	311.5/374	0.102203	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
467	7.41368	311.5/374	0.102203	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
423	7.38608	292.5/374	0.178264	png	PNG image data, 21 x 21, 8-bit/color RGBA, non-interlaced
423	7.38608	292.5/374	0.178264	png	PNG image data, 21 x 21, 8-bit/color RGBA, non-interlaced
423	7.38608	292.5/374	0.178264	png	PNG image data, 21 x 21, 8-bit/color RGBA, non-interlaced
423	7.38608	292.5/374	0.178264	png	PNG image data, 21 x 21, 8-bit/color RGBA, non-interlaced
422	7.38543	270/374	0.151174	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced
422	7.38543	270/374	0.151174	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced
422	7.38543	270/374	0.151174	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced
415	7.38021	282.5/374	0.12064	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced
415	7.38021	282.5/374	0.12064	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced
480	7.37494	353/374	0.124648	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
480	7.37494	353/374	0.124648	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
480	7.37494	353/374	0.124648	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
480	7.37494	353/374	0.124648	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
480	7.37494	353/374	0.124648	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
480	7.37494	353/374	0.124648	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
480	7.37494	353/374	0.124648	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
480	7.37494	353/374	0.124648	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
480	7.37494	353/374	0.124648	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced
413	7.3715	298.5/374	0.197306	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
413	7.3715	298.5/374	0.197306	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
413	7.3715	298.5/374	0.197306	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
413	7.3715	298.5/374	0.197306	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
413	7.3715	298.5/374	0.197306	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
413	7.3715	298.5/374	0.197306	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
413	7.3715	298.5/374	0.197306	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
413	7.3715	298.5/374	0.197306	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
413	7.3715	298.5/374	0.197306	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
413	7.3715	298.5/374	0.197306	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
413	7.3715	298.5/374	0.197306	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
413	7.3715	298.5/374	0.197306	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
413	7.3715	298.5/374	0.197306	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
413	7.3715	298.5/374	0.197306	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
413	7.3715	298.5/374	0.197306	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
413	7.3715	298.5/374	0.197306	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
413	7.3715	298.5/374	0.197306	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
418	7.36872	281/374	0.136016	png	PNG image data, 49 x 34, 8-bit gray+alpha, non-interlaced
418	7.36872	281/374	0.136016	png	PNG image data, 49 x 34, 8-bit gray+alpha, non-interlaced
418	7.36872	281/374	0.136016	png	PNG image data, 49 x 34, 8-bit gray+alpha, non-interlaced
418	7.36872	281/374	0.136016	png	PNG image data, 49 x 34, 8-bit gray+alpha, non-interlaced
418	7.36872	281/374	0.136016	png	PNG image data, 49 x 34, 8-bit gray+alpha, non-interlaced
418	7.36872	281/374	0.136016	png	PNG image data, 49 x 34, 8-bit gray+alpha, non-interlaced
476	7.36429	336/374	0.119142	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
476	7.36429	336/374	0.119142	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
476	7.36429	336/374	0.119142	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
446	7.36135	338/374	0.102751	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced
446	7.36135	338/374	0.102751	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced
407	7.35017	249.5/374	0.148053	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced
407	7.35017	249.5/374	0.148053	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced
407	7.35017	249.5/374	0.148053	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced
407	7.35017	249.5/374	0.148053	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced
407	7.35017	249.5/374	0.148053	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced
407	7.35017	249.5/374	0.148053	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced
407	7.35017	249.5/374	0.148053	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced
407	7.35017	249.5/374	0.148053	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced
407	7.35017	249.5/374	0.148053	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced
407	7.35017	249.5/374	0.148053	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced
407	7.35017	249.5/374	0.148053	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced
407	7.35017	249.5/374	0.148053	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced
407	7.35017	249.5/374	0.148053	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced
407	7.35017	249.5/374	0.148053	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced
407	7.35017	249.5/374	0.148053	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced
407	7.35017	249.5/374	0.148053	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced
407	7.35017	249.5/374	0.148053	png	PNG image data, 24 x 24, 8-bit gray+alpha, non-interlaced
405	7.33448	292.5/374	0.141742	png	PNG image data, 24 x 42, 8-bit/color RGBA, non-interlaced
405	7.33448	292.5/374	0.141742	png	PNG image data, 24 x 42, 8-bit/color RGBA, non-interlaced
404	7.33169	244/374	0.160605	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced
404	7.33169	244/374	0.160605	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced
404	7.33169	244/374	0.160605	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced
404	7.33169	244/374	0.160605	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced
404	7.33169	244/374	0.160605	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced
404	7.33169	244/374	0.160605	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced
404	7.33169	244/374	0.160605	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced
404	7.33169	244/374	0.160605	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced
404	7.33169	244/374	0.160605	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced
404	7.33169	244/374	0.160605	png	PNG image data, 36 x 36, 8-bit gray+alpha, non-interlaced
